" 9.50878613","5","7"
"11.18838661","6","9"
" 9.59027683","6","5"
" 7.94479736","8","3"
"15.71317343","1","9"
"13.43317643","1","9"
" 7.44809598","9","15"
" 5.16006000","2","3"
"17.20203857","1","1"
"10.00882411","3","13"
"10.63412028","6","6"
"10.68404290","2","12"
" 8.09738770","3","14"
"10.69669490","7","4"
"11.63855382","8","13"
"14.94727603","7","2"
"15.04790893","1","12"
" 8.26422196","6","4"
"11.70420970","9","14"
" 3.25831873","4","3"
"11.09060943","6","9"
"11.67510866","9","10"
"10.99869590","8","6"
" 9.01191219","6","10"
" 7.47954680","3","14"
"10.35185315","9","14"
"13.61683757","7","6"
"13.47414554","8","12"
"10.60570152","6","9"
" 7.40402944","2","3"
"10.45019111","7","10"
"10.56039910","2","9"
"11.06002909","3","13"
"-0.04541262","4","15"
" 5.84254021","3","14"
" 8.79048934","1","15"
"10.95552677","7","4"
"12.26016937","9","8"
"10.82148465","1","4"
" 9.71052712","2","5"
" 9.53614952","8","6"
" 6.54702864","4","9"
" 9.05354559","5","14"
" 9.99922022","2","9"
"13.50651604","5","11"
" 3.93276157","6","15"
"10.00933676","7","4"
" 5.26540102","2","15"
"11.23845372","6","2"
" 3.62183540","4","7"
" 3.00373561","4","4"
"15.61713311","9","2"
" 4.32298069","10","4"
" 9.43355095","2","11"
"10.21395887","6","8"
" 9.07202293","6","5"
"11.32115588","3","11"
"12.06376518","3","11"
"11.23774785","8","1"
"11.00968444","6","11"
"12.25249226","1","3"
"13.23895025","5","13"
"13.35277956","6","1"
"14.33491274","1","2"
" 6.24678837","10","7"
"11.23982545","9","4"
"11.00952320","5","3"
"11.10511065","8","5"
" 6.61814331","4","5"
" 7.83067734","1","15"
"15.39365702","1","1"
"14.84545882","5","1"
"14.51948275","9","5"
" 7.25560517","10","8"
" 9.61444471","5","7"
"11.31172507","1","7"
"13.76491838","9","5"
" 7.83192085","2","11"
"10.40134117","9","10"
"13.35743989","7","8"
" 0.78569365","4","15"
"15.76438753","1","2"
" 5.88343638","4","8"
" 5.32394232","6","15"
"10.86160536","8","8"
"10.38745556","9","7"
" 8.43864682","6","7"
"13.82069942","7","9"
" 9.67171052","7","7"
"11.82416327","3","5"
"13.12140710","5","11"
" 4.16886966","4","13"
" 7.55337049","5","15"
"13.29008052","9","13"
"15.22078270","5","9"
" 2.97108722","10","7"
"10.82472589","3","11"
"10.11171069","1","10"
"16.30712685","7","1"
"11.68919464","9","14"
"11.09554894","5","4"
" 9.48701199","3","4"
" 8.35816936","3","3"
" 8.74721980","6","13"
"13.62256310","1","5"
"11.69154407","2","1"
" 5.11698093","10","7"
" 8.83078010","4","1"
"14.91972218","9","12"
"14.15737902","1","6"
"13.70991511","7","9"
" 6.47615598","3","4"
"11.82272477","5","6"
" 8.56149788","8","14"
" 8.98527838","4","1"
"10.95162585","2","12"
" 8.66892740","8","10"
"12.59545849","1","8"
" 9.87316935","5","7"
" 6.53374331","4","11"
"11.70363172","7","8"
"11.60375306","8","9"
" 8.78010712","3","10"
" 9.92201302","8","5"
" 4.86103866","10","7"
"13.84792985","1","8"
"10.93839297","1","10"
" 4.41859560","4","14"
"10.50593701","10","12"
" 5.74463036","2","7"
" 0.76711143","4","15"
" 7.39838148","2","7"
"11.28418539","6","12"
" 5.79245141","6","15"
" 8.39063084","3","10"
"14.09949738","5","11"
" 8.34637062","5","14"
" 9.22383911","2","9"
" 7.90661795","2","2"
"10.54509421","6","12"
"11.76485711","3","9"
"12.50412646","5","2"
" 8.56161489","2","2"
" 4.83838386","4","4"
"10.23431877","2","5"
"10.43408253","7","7"
"10.87288325","2","9"
" 9.95421996","5","7"
" 7.30508178","8","4"
"10.92854182","3","2"
" 7.18674586","6","7"
"11.83896104","9","4"
" 7.64729265","8","7"
"12.31778737","6","5"
"10.11726387","9","3"
"11.95686297","6","11"
"12.98182784","7","6"
" 8.36026312","6","10"
" 5.01937802","8","15"
"11.66033852","6","13"
" 6.97677204","2","10"
"10.81124954","3","11"
" 8.64802434","3","3"
"11.67913576","6","12"
" 5.90390500","10","6"
"11.22184543","7","3"
" 7.38044131","2","6"
"11.01123115","8","9"
"13.47162780","7","13"
" 9.32121666","4","1"
"13.51682942","1","13"
" 8.74837249","4","12"
" 8.94926960","10","13"
" 8.95311001","3","10"
"14.48679815","1","13"
"13.71871303","9","8"
" 6.70017488","1","15"
" 2.45583867","4","15"
"11.34056595","8","12"
" 8.46763246","10","2"
" 5.89642952","10","6"
" 3.85683924","2","15"
" 6.77767390","5","15"
"13.52602518","3","2"
" 4.49646352","4","6"
"12.50996813","5","2"
"15.93165040","7","9"
" 2.84522584","4","10"
" 9.40028294","8","13"
" 9.55353869","10","2"
" 9.86044554","8","6"
" 9.27845188","6","13"
" 5.25098434","2","4"
" 4.71733226","4","8"
"11.66103736","6","9"
" 5.81154518","6","15"
" 7.86305819","2","14"
"16.05609091","9","1"
" 8.04645999","3","10"
" 6.20552936","10","10"
" 9.28294207","5","14"
" 6.58486008","4","11"
" 7.96327784","5","15"
"10.86506718","6","8"
" 5.74238329","10","8"
" 6.51652950","4","9"
" 8.27603634","9","15"
" 6.87041838","6","4"
"11.90041213","9","7"
"11.44223184","7","3"
" 4.99396024","10","4"
" 3.37553767","4","4"
"13.90826951","5","11"
" 6.80701720","8","4"
"14.76589586","7","11"
" 5.08627966","10","7"
" 9.65334371","6","9"
"10.37669490","3","2"
" 6.75100853","10","10"
"10.24463012","3","4"
" 6.68733913","10","7"
"12.27179205","7","13"
"13.69224031","5","12"
"12.31958498","9","6"
"13.56726481","1","11"
"10.75144044","5","7"
"11.24911137","3","11"
" 9.02681230","10","12"
" 8.00945896","3","10"
"12.38052456","9","4"
"13.22743370","7","2"
" 5.92346360","2","14"
"10.54257413","3","13"
" 9.51695611","3","8"
" 3.46270259","4","3"
" 5.98711605","4","9"
" 8.92699633","8","7"
"12.10135712","8","12"
" 9.02954671","7","3"
" 7.75633454","6","4"
" 8.79960467","10","9"
"12.60034960","9","10"
"11.04301806","5","3"
"10.46922540","3","6"
"16.14062546","5","1"
" 8.75120312","8","3"
"13.32657501","9","13"
" 6.81993108","8","10"
"12.20554781","3","6"
" 7.05910736","10","12"
"13.72328641","9","11"
"14.95199713","9","13"
"10.30298367","1","6"
"11.48468381","9","4"
"12.37040920","3","5"
"11.00525376","3","11"
" 5.63899908","4","6"
"10.26283121","5","14"
"14.54781701","5","9"
"16.31695088","7","12"
" 3.03069476","10","15"
" 7.75007388","4","13"
" 8.07863485","3","4"
" 7.49622823","10","13"
"14.05462982","9","11"
" 9.62631933","5","15"
" 6.45278849","6","15"
"14.66291153","7","9"
" 8.79779653","6","10"
"14.67259462","7","13"
" 8.97944856","10","5"
" 7.27307060","4","2"
" 8.85014803","2","6"
"12.82496218","3","12"
"12.58400575","8","5"
" 8.90298425","4","1"
" 5.70862868","8","15"
"13.51976383","1","6"
"11.05164443","3","13"
" 6.48162066","10","8"
" 8.71180884","6","10"
"10.15676379","9","3"
"13.05204667","5","8"
" 7.97849923","10","6"
"15.42490204","1","12"
"13.14306919","6","1"
"11.39449102","2","5"
" 4.97228984","2","7"
"13.17272409","5","12"
" 8.65314720","6","7"
"12.65845723","5","13"
" 4.54124202","4","4"
" 6.62299607","10","2"
" 3.72238552","4","14"
" 2.36833255","10","15"
" 5.78456098","9","15"
"15.98031895","9","12"
"13.00865291","9","5"
" 4.21014182","2","15"
" 8.75306810","8","10"
" 6.44692020","2","14"
" 0.89717743","4","15"
" 8.71739928","7","14"
"12.17939284","8","11"
"16.18416241","1","1"
"10.23694464","7","10"
"11.60837949","8","9"
" 4.69630044","8","15"
" 4.95324238","10","4"
"13.25948701","9","2"
"12.08213684","9","8"
" 4.63064430","10","3"
" 6.42119313","10","14"
"10.15333024","5","3"
"10.68938245","6","13"
"14.58201803","9","2"
" 6.05915353","10","4"
"12.48023891","1","11"
"13.05989268","7","13"
"15.64511129","5","12"
"11.71543857","9","14"
"10.44278745","3","2"
"13.52240829","9","13"
"15.56390683","1","1"
" 2.93537012","4","3"
" 7.81322832","2","6"
" 9.62625252","5","14"
" 9.64085626","9","14"
" 3.64577984","2","15"
"14.55471807","5","9"
"15.97111870","9","11"
" 8.96441776","1","3"
"10.64992470","6","13"
"10.10249744","8","11"
"12.26341097","1","5"
"13.37247272","9","6"
"13.86773459","9","12"
"13.44700689","1","13"
" 9.17758702","5","10"
"12.81775394","6","1"
"11.54998700","9","3"
"11.07584661","2","11"
"14.20541191","8","12"
" 4.72277882","2","7"
" 3.99124174","4","4"
"10.46106673","8","5"
"11.23122540","3","6"
" 7.77018054","8","7"
"15.16966813","1","5"
" 5.63915698","6","15"
" 5.81408978","2","10"
" 7.40662160","6","4"
" 8.38819081","6","10"
"11.07672400","5","14"
